"","id","书名","评论数","作者","出版时间","出版社","折扣价","原价","折扣","分类","简介","year"
"1712",212,"生如夏花：泰戈尔经典诗选(双语彩绘）",54581,"(印)泰戈尔　著，郑振铎　译","2011-07-01","江苏文艺出版社","￥18.20","￥26.80","6.8折","文学","《新月集》是泰戈尔的代表作之一。诗人将自己的灵魂穿织于诗章词篇里，使诗句充满了灵性的芬芳。阅读这些诗篇，能陶冶性情，净化人格，美化心灵。,《飞鸟集》如同在暴风雨过后的初夏清晨，推开卧室的窗户，看到一个淡泊清透的世界，一切都是那样的清新、亮丽，可是其中的韵味却很厚实，耐人寻味。,推荐阅读：,生如夏花：泰戈尔经典诗选2（软精装）（著名文学家冰心典雅译文，精美、震撼、值得收藏的版本！）,生如夏花：泰戈尔经典诗选3（抚慰心灵的美丽诗行，给浮躁世界安静的力量。）,生如夏花：泰戈尔经典诗选4（你受的苦将照亮你的路，献",2015
"1713",213,"这样跟孩子定规矩，孩子最不会抵触",81647,"(美)乔治M.卡帕卡 著","2012-08-01","北京联合出版公司","￥12.50","￥24.90","5.0折","亲子/家教","◆规矩要简单、明确、具体，孩子才乐意照着做！,◆给孩子定的规矩要简单、具体，只需一个动作就可以完成，比如“把床铺好”“地面无垃圾”“衣服都放在衣柜里”等，而不是“把房间收拾好”。,◆和孩子说话时，不要用问句，而要以尊重的态度、坚定的口吻直接告诉他应该怎么做，如“请马上把玩具收起来”，而不是“可以把玩具收起来吗？”，否则孩子会从字面意思理解成“玩具可收可不收”，并用一个“不”字一口拒绝你。,◆在孩子面前，要注意控制自己的情绪：你越冷静，孩子就越服帖、越乐意遵守规矩。,◆只要掌握跟孩子定规矩的法则，孩子就完全",2015
"1714",214,"你今天真好看（火遍全球的治愈系漫画终于来到中国啦，幅幅萌点爆...",52184,"(美)莉兹克里莫 著，周高逸 译","2015-07-01","天津人民出版社","￥19.50","￥39.00","5.0折","动漫/幽默","哎呀，,编辑什么话都没留下，",2015
"1715",215,"你心柔软，却有力量--林清玄最新散文精选",34189,"林清玄　著","2015-04-01","长江文艺出版社","￥19.90","￥39.80","5.0折","文学","林清玄相关作品推荐：,珍重待春风：那些你不曾拥有的岁月会给你,心有欢喜过生活：林清玄经典散文精选,林清玄经典散文精选2册套装,(1)首部精美图文集，全彩四色印刷，收录《温一壶月光下酒》《白雪少年》《清净之莲》《生命的化妆》等经典篇目",2015
"1716",216,"洗脑术：怎样有逻辑地说服他人",120533,"高德 著","2013-03-01","江苏文艺出版社","￥17.50","￥35.00","5.0折","成功/励志","《洗脑术2》《洗脑术套装》火热销售......,《洗脑术》《团队》核心团队亲力打造《命运》火热销售中~,　　当今世界**明的思想控制与精神绑架，政治、宗教、信仰给我们的终极启示。,　　全球**端隐秘的心理学课程，一次彻底改变你思维逻辑的头脑风暴。,　　从国家、宗教信仰的层面透析“思维的真相”。,　　白宫智囊团、美国FBI、全球十大上市公司总裁都在秘密学习!,　　本书涉及心理学、社会学、神经生物学、医学、犯罪学、传播学适用于:读心、攻心、高端谈判、公关危机、企业管理、情感对话……,　　本书提供内容可应用到人",2015
"1717",217,"国际大奖小说系列（共59册）",38122,"(美)卡尔森 等著，王宗文 等译","2005-01-01","新蕾出版社（天津）有限公司（当当书友会）","￥541.50","￥917.80","5.9折","童书","爱德华的奇妙之旅（热播韩剧《来自星星的你》都教授枕边心灵鸡汤）点击进入>>,囊括二十多项中外童书大奖,·累计发行上千万册,·出版80余册，题材广泛，涉及成长、爱、生命、旅途、探索等孩子应该关注的主题,·多部作品获得国内“中小学基础阅读书目”推荐。,儿童文学作家,梅子涵说：,“国际大奖小说”系列是我们自己的书。合乎年纪，合乎趣味，快活地笑或是严肃地思考，都是立在敬重我们生命的角度，不假冒天真，也不故意深刻。,它们是长大的人一生忘记不了的书，长大以后，他们才知道，原来这样的书，这些书里的故事和美妙，在长大之后",2015
"1718",218,"放学后",46922,"(日)东野圭吾　著，赵峻　译","2013-09-01","南海出版社","￥23.70","￥28.00","8.5折","小说","　　◆《放学后》是东野圭吾的成名作，以**优势摘得日本推理小说界*重要的新人奖江户川乱步奖，并获周刊文春推理小说榜年度第1名。正是《放学后》的成功，使东野圭吾决心走上专职写作的道路，才使得后来写出《白夜行》《嫌疑人X的献身》成为可能。,　　◆在《放学后》中，东野圭吾关注人性、擅长转折的特征已展露无遗。结构精巧细密，谜题设计出色，既有青春的欢笑与忧愁，也有人性的幽微与黑暗，从多角度直击日本社会问题，更给人以警示：当美丽、纯粹、真实的事物被破坏，重视的回忆和梦想被摧毁时，恨意便开始萌发，恣意蔓延开来。,　　◆",2015
"1719",219,"《我爸爸》",40062,"〔英〕安东尼·布朗　著","2014-08-01","河北教育出版社","￥23.90","￥35.80","6.7折","童书","　　全天下的父母和孩子都会爱上它。——英国《妇女界》,　　称赞安东尼·布朗是“天才”。——英国《卫报》,　　《我爸爸》《我妈妈》的插图令人激赏难忘，用书本鲜见的方式颂扬了父母。——英国《独立卫报》,相关推荐：安东尼·布朗《我哥哥》,购买链接：,安东尼.布朗家庭系列作品：《我爸爸》,《我妈妈》,《我哥哥》,《小凯的家不一样了》,《朱家故事》,《谁来我家》,《动物园》,《公园里的声音》,安东尼.布朗童趣系列作品：《大猩猩》《看看我有什么》,《捉小熊》,《小熊总有好办法》,《小熊的童话大冒险》,《小熊进城》,《",2015
"1720",220,"创业维艰:如何完成比难更难的事",25258,"(美)本·霍洛维茨(Ben Horowitz)","2015-03-01","中信出版社","￥29.20","￥49.00","6.0折","管理","奇点系列：,支付战争：互联网金融创世纪,联盟：互联网时代的人才变革,创业维艰:如何完成比难更难的事,从0到1：开启商业与未来的秘密,本·霍洛维茨，他是互联网先驱，与网景之父马克?安德森绝佳拍档18年，带领公司在互联网泡沫中存活下来，并*终天价卖给了惠普，震惊业界；,他是眼光独到的**投资人，其风投公司A16Z在短短三年时间内便融资27亿美元，让世界惊呼“疯子”；,他是马克·扎克伯格等众多硅谷年轻创业家的贴身导师，投资见证了一代硅谷新贵的崛起，TwitterCEO称“本的建议是无价的”。,今天，他将20余年",2015
"1721",221,"吴姐姐讲历史故事(精美盒装，青少版，全15册）",38372,"(台湾)　吴涵碧　著","2014-01-12","新世界出版社","￥242.10","￥398.00","6.1折","童书","台湾畅销时间*长，获奖*多的历史读物《吴姐姐讲历史故事》出青少版隆重出版!本书和2010版《吴姐姐讲历史故事》相比，封面、内容无任何变化。只是为了携带方便，将原来的16开本变成32开本、加一精美盒装。,21年心血，1075个历史故事，让历史的光芒照彻孩子心灵；中文世界**一部为孩子而写的历史大作，也是**一部极合适全家共读的历史大作。,刘墉、罗兰、林清玄、傅佩容、林海音、宋楚瑜、郭为藩、侯文詠等一众名家倾情推介。全国百所学校、百位名师联袂力荐。,本书所讲故事，皆出自真实可据的经典信史，不是将文白互译，不是",2015
"1722",222,"轻断食：正在横扫全球的瘦身革命",48864,"(英)麦克尔 莫斯利 医学博士 Dr. Michael Mosley，(英)咪咪 史宾赛 Mimi Spencer　著，谢佳真　译","2014-06-01","广东科技出版社","￥18.20","￥36.80","4.9折","保健/养生","　　,◆本书出版一年来，迅速带领全球6亿人投身轻断食革命！,◆《轻断食》远远不只让你瘦，更获得心灵的自由。——《纽约时报》,◆全球明星正在轻断食：大S、章子怡、杨幂、姚晨、林志玲、张柏芝、刘德华、罗志祥、乐嘉、蔡澜、张德芬、碧昂丝、卷福、珍妮弗·洛佩兹、辣妹维多利亚、帕丽斯·希尔顿、丽芙·泰勒……,◆轻断食只是要你回归超自然的饮食状态：每周5天正常饮食，只需2天稍加控制，就能坐享减肥奇迹！,◆轻断食不仅改变饮食习惯，也改造你的心智，超越减肥，变成你的生活方式。,◆让你的心灵也能达到历史上断食修行者那样的生",2015
"1723",223,"男孩的冒险书（全彩典藏版）",25651,"(英)康恩·伊古尔登 ，哈尔?伊古尔登","2013-09-01","广西科学技术出版社","￥29.00","￥58.00","5.0折","童书","　男孩的冒险书（全彩大合辑，共6册）,　哇！科学好简单·手绘学科版（全9册）,　哇！科学好简单·趣味互动版（全12册）,　《HOW&WHY》美国经典少儿百科知识全书（第1、2合辑共13册，超值礼品装）,　Why？有趣的人文科学（全10册）,　思考的魅力（共24册）,　★畅销35个国家，,上市短短两年间，销售量突破500万册，中国大陆销量超过20万,册，重印20余次,　★2007年在美国出版时，立即跃居排行榜第二位，仅次于《哈利波特7》，《时代周刊》连续一周向读者推荐试读。,　★荣获2006年英国国家图书奖",2015
"1724",224,"神奇校车人文版（共3册）",61154,"乔安娜柯尔 著，布鲁斯迪根 绘，汪晓英 译","2011-07-01","贵州人民出版社","￥29.20","￥45.00","6.5折","童书","　　神奇校车第四辑是两位作者的**作品。与前面几辑相比，这一辑无论从内容，还是人物设计与写作风格上都有很大的不同。在这一辑中，卷毛老师的每一次历险都会带大家到不同的国度，感受那里古老与现代的人文风情。校车虽然不是这三本书里的主角，但卷毛老师依然还是那么的神通广大。这一次，不再是全班总动员似的探险，偶尔是卷毛老师的单独行动，偶尔是带着她的一两个得意门生，但这绝不影响他们的历险过程的精彩程度。第四辑每本书都自成一个主题，从神秘的埃及古国到气势恢宏的城堡，再到历史悠久的中国，每一本书都展现了一幅瑰丽的历史画卷。",2015
"1725",225,"名人传（精装全译本，内附精美插图，名家名译，新课标必读书目）...",67742,"(法)罗曼 罗兰(1866-1944) 著，赵启东 译","2011-09-01","中国画报出版社","￥17.40","￥26.80","6.5折","中小学教辅","此版本为精装全译本，书中为了方便阅读加入了精美插图，并且为国内著名翻译家赵启东翻译，家长老师孩子均可拿来阅读收藏以及送人之用！",2015
"1726",226,"点点点（小黄和小蓝升级版）",40430,"埃尔维杜莱","2012-04-01","２１世纪出版社","￥25.20","￥35.00","7.2折","童书","如魔术般的游戏，颠覆传统童书概念，全世界正热烈讨论！,一本从未有过的书，一本能给人带来意外惊喜的书。能让人在翻阅中，从看似很小的事情上，得到不小的收获。,一本可以和孩子互动交流的书，同时在书里给孩子留下自由发挥的空间。",2015
"1727",227,"全景式图画书 开车出发系列（共7册）",56130,"(日)间濑直方　文/图，彭懿，周龙梅　译","2011-09-01","２１世纪出版社","￥85.10","￥126.00","6.8折","童书","“开车出发”交通工具绘本系列（七册）在日本是从2001年到2009年陆续推出的，原本只是以在针对幼儿园的月刊绘本系列中出版。出版后好评如潮，所以又多次以“杰作选”“读者期待版”及精装本出版，目前在日本的总销售量已达105万册。其中多册入选日本图书馆协会选定图书、日本全国图书馆协议会选定图书、日本儿童书研究会选定图书，版权也已输出法国、韩国、泰国及中国台湾地区",2015
